filename,width,height,class,xmin,ymin,xmax,ymax
_2015-02-16_23-44-38-4090_90.bmp,2048,1536,onion,1002,565,1356,907
_2015-02-16_23-44-38-4090_90.bmp,2048,1536,onion,781,296,1125,693
_2015-02-16_23-44-38-4090_90.bmp,2048,1536,onion,397,407,751,764
_2015-02-16_23-44-38-4090_90.bmp,2048,1536,onion,105,299,439,600
_2015-02-16_23-44-38-4090_90.bmp,2048,1536,onion,90,600,447,899
_2015-02-16_23-44-38-4090_90.bmp,2048,1536,onion,85,907,454,1221
_2015-02-16_23-44-38-4090_90.bmp,2048,1536,onion,691,618,982,935
_2015-02-16_23-44-38-4090_90.bmp,2048,1536,onion,985,905,1329,1259
_2015-02-16_23-44-38-4090_90.bmp,2048,1536,onion,635,935,969,1269
_2015-02-16_23-44-38-4090_90.bmp,2048,1536,onion,399,761,698,1073
_2015-02-16_23-44-38-4090_90.bmp,2048,1536,onion,434,1194,753,1535
_2015-02-16_23-44-38-4090_90.bmp,2048,1536,onion,103,1216,434,1525
_2015-02-16_23-44-38-4090_90.bmp,2048,1536,onion,756,1226,1070,1520
_2015-02-16_23-44-38-4090_90.bmp,2048,1536,onion,1060,1236,1377,1528
_2015-02-16_23-44-38-4090_90.bmp,2048,1536,onion,500,93,869,467
_2015-02-16_23-44-38-4090_90.bmp,2048,1536,onion,201,5,505,309
_2015-02-16_23-44-49-4650_90.bmp,2048,1536,onion,326,238,663,595
_2015-02-16_23-44-49-4650_90.bmp,2048,1536,onion,751,605,1075,942
_2015-02-16_23-44-49-4650_90.bmp,2048,1536,onion,834,920,1176,1231
_2015-02-16_23-44-49-4650_90.bmp,2048,1536,onion,434,563,778,897
_2015-02-16_23-44-49-4650_90.bmp,2048,1536,onion,80,615,432,922
_2015-02-16_23-44-49-4650_90.bmp,2048,1536,onion,105,917,414,1226
_2015-02-16_23-44-49-4650_90.bmp,2048,1536,onion,412,907,758,1234
_2015-02-16_23-45-01-3360_90.bmp,2048,1536,onion,773,922,1113,1251
_2015-02-16_23-45-01-3360_90.bmp,2048,1536,onion,447,887,773,1231
_2015-02-16_23-45-01-3360_90.bmp,2048,1536,onion,98,910,442,1226
_2015-02-16_23-45-01-3360_90.bmp,2048,1536,onion,841,404,1188,769
_2015-02-16_23-45-01-3360_90.bmp,2048,1536,onion,537,500,874,872
_2015-02-16_23-45-01-3360_90.bmp,2048,1536,onion,103,598,482,899
_2015-02-16_23-45-01-3360_90.bmp,2048,1536,onion,145,261,484,603
_2015-02-16_23-45-01-3360_90.bmp,2048,1536,onion,620,155,972,502
_2015-02-16_23-45-04-0970_90.bmp,2048,1536,onion,226,319,562,651
_2015-02-16_23-45-04-0970_90.bmp,2048,1536,onion,505,590,856,942
_2015-02-16_23-45-04-0970_90.bmp,2048,1536,onion,487,940,831,1256
_2015-02-16_23-45-04-0970_90.bmp,2048,1536,onion,98,922,469,1256
_2015-02-16_23-45-04-0970_90.bmp,2048,1536,onion,105,610,417,932
_2015-02-16_23-45-14-4260_90.bmp,2048,1536,onion,80,510,429,854
_2015-02-16_23-45-14-4260_90.bmp,2048,1536,onion,542,580,882,897
_2015-02-16_23-45-14-4260_90.bmp,2048,1536,onion,761,867,1108,1173
_2015-02-16_23-45-14-4260_90.bmp,2048,1536,onion,786,1196,1108,1503
_2015-02-16_23-45-14-4260_90.bmp,2048,1536,onion,454,1211,776,1495
_2015-02-16_23-45-14-4260_90.bmp,2048,1536,onion,414,910,728,1221
_2015-02-16_23-45-14-4260_90.bmp,2048,1536,onion,98,862,422,1173
_2015-02-16_23-45-14-4260_90.bmp,2048,1536,onion,108,1181,459,1500
_2015-02-16_23-45-17-1750_90.bmp,2048,1536,onion,188,223,650,502
_2015-02-16_23-45-17-1750_90.bmp,2048,1536,onion,138,527,469,819
_2015-02-16_23-45-17-1750_90.bmp,2048,1536,onion,412,676,738,990
_2015-02-16_23-45-17-1750_90.bmp,2048,1536,onion,82,804,472,1211
_2015-02-16_23-45-17-1750_90.bmp,2048,1536,onion,980,985,1291,1304
_2015-02-16_23-45-17-1750_90.bmp,2048,1536,onion,778,1199,1095,1523
_2015-02-16_23-45-17-1750_90.bmp,2048,1536,onion,598,930,952,1282
_2015-02-16_23-45-17-1750_90.bmp,2048,1536,onion,412,1158,756,1530
_2015-02-16_23-45-17-1750_90.bmp,2048,1536,onion,103,1194,424,1525
_2015-02-16_23-45-17-1750_90.bmp,2048,1536,onion,1160,1234,1439,1528
_2015-02-16_23-45-26-1950_90.bmp,2048,1536,onion,85,580,457,985
_2015-02-16_23-45-26-1950_90.bmp,2048,1536,onion,459,641,796,995
_2015-02-16_23-45-26-1950_90.bmp,2048,1536,onion,105,1186,429,1510
_2015-02-16_23-45-26-1950_90.bmp,2048,1536,onion,288,912,645,1274
_2015-02-16_23-45-26-1950_90.bmp,2048,1536,onion,640,942,980,1287
_2015-02-16_23-45-26-1950_90.bmp,2048,1536,onion,854,1201,1218,1533
_2015-02-16_23-45-26-1950_90.bmp,2048,1536,onion,432,1199,778,1520
_2015-02-16_23-45-29-0190_90.bmp,2048,1536,onion,218,857,562,1186
_2015-02-16_23-45-29-0190_90.bmp,2048,1536,onion,567,902,907,1259
_2015-02-16_23-45-29-0190_90.bmp,2048,1536,onion,826,1181,1148,1518
_2015-02-16_23-45-29-0190_90.bmp,2048,1536,onion,407,1161,743,1500
_2015-02-16_23-45-29-0190_90.bmp,2048,1536,onion,92,1141,402,1490
_2015-02-16_23-45-39-5080_90.bmp,2048,1536,onion,492,429,821,749
_2015-02-16_23-45-39-5080_90.bmp,2048,1536,onion,193,583,542,932
_2015-02-16_23-45-39-5080_90.bmp,2048,1536,onion,650,706,972,1010
_2015-02-16_23-45-39-5080_90.bmp,2048,1536,onion,804,940,1223,1274
_2015-02-16_23-45-39-5080_90.bmp,2048,1536,onion,98,889,414,1196
